date,code,name_ru,quant,value,change
2023-09-25,ZAR,ЮЖНО-АФРИКАНСКИЙ РАНД,1,25.24,0.00
2023-09-25,KRW,ЮЖНО-КОРЕЙСКИХ ВОН,100,35.59,0.00
2023-09-25,JPY,ЯПОНСКАЯ ЙЕНА,1,3.2,0.00
2023-09-26,AUD,АВСТРАЛИЙСКИЙ ДОЛЛАР,1,304.48,-1.53
2023-09-26,AZN,АЗЕРБАЙДЖАНСКИЙ МАНАТ,1,279.63,-0.75
2023-09-26,AMD,АРМЯНСКИЙ ДРАМ,10,12.38,-0.05
2023-09-26,BYN,БЕЛОРУССКИЙ РУБЛЬ,1,188.23,-0.50
2023-09-26,BRL,БРАЗИЛЬСКИЙ РЕАЛ,1,96.05,-0.22
2023-09-26,HUF,ВЕНГЕРСКИХ ФОРИНТОВ,10,12.93,-0.14
2023-09-26,HKD,ГОНКОНГСКИЙ ДОЛЛАР,1,60.64,-0.13
2023-09-26,GEL,ГРУЗИНСКИЙ ЛАРИ,1,180.22,+1.55
2023-09-26,DKK,ДАТСКАЯ КРОНА,1,67.6,-0.22
2023-09-26,AED,ДИРХАМ ОАЭ,1,129.05,-0.35
2023-09-26,USD,ДОЛЛАР США,1,473.98,-1.27
2023-09-26,EUR,ЕВРО,1,504.03,-1.49
2023-09-26,INR,ИНДИЙСКАЯ РУПИЯ,1,5.7,-0.03
2023-09-26,IRR,ИРАНСКИЙ РИАЛ,1000,11.3,0.00
2023-09-26,CAD,КАНАДСКИЙ ДОЛЛАР,1,351.96,-1.12
2023-09-26,CNY,КИТАЙСКИЙ ЮАНЬ,1,64.83,-0.25
2023-09-26,KWD,КУВЕЙТСКИЙ ДИНАР,1,1534.26,-3.67
2023-09-26,KGS,КЫРГЫЗСКИЙ СОМ,1,5.34,-0.02
2023-09-26,MYR,МАЛАЗИЙСКИЙ РИНГГИТ,1,101.21,-0.23
2023-09-26,MXN,МЕКСИКАНСКИЙ ПЕСО,1,27.48,-0.20
2023-09-26,MDL,МОЛДАВСКИЙ ЛЕЙ,1,26.19,-0.10
2023-09-26,NOK,НОРВЕЖСКАЯ КРОНА,1,44.1,-0.12
2023-09-26,PLN,ПОЛЬСКИЙ ЗЛОТЫЙ,1,109.95,+0.11
2023-09-26,SAR,РИЯЛ САУДОВСКОЙ АРАВИИ,1,126.36,-0.34
2023-09-26,RUB,РОССИЙСКИЙ РУБЛЬ,1,4.93,-0.02
2023-09-26,XDR,СДР,1,623.72,-2.00
2023-09-26,SGD,СИНГАПУРСКИЙ ДОЛЛАР,1,347.03,-1.04
2023-09-26,TJS,ТАДЖИКСКИЙ СОМОНИ,1,43.21,-0.11
2023-09-26,THB,ТАЙСКИЙ БАТ,1,13.12,-0.08
2023-09-26,TRY,ТУРЕЦКАЯ ЛИРА,1,17.42,-0.09
2023-09-26,UZS,УЗБЕКСКИХ СУМОВ,100,3.89,-0.02
2023-09-26,UAH,УКРАИНСКАЯ ГРИВНА,1,12.96,+0.09
2023-09-26,GBP,ФУНТ СТЕРЛИНГОВ СОЕДИНЕННОГО КОРОЛЕВСТВА,1,579.58,-2.08
2023-09-26,CZK,ЧЕШСКАЯ КРОНА,1,20.66,-0.08
2023-09-26,SEK,ШВЕДСКАЯ КРОНА,1,42.89,+0.41
2023-09-26,CHF,ШВЕЙЦАРСКИЙ ФРАНК,1,521.03,-3.41
2023-09-26,ZAR,ЮЖНО-АФРИКАНСКИЙ РАНД,1,25.27,+0.03
2023-09-26,KRW,ЮЖНО-КОРЕЙСКИХ ВОН,100,35.42,-0.17
2023-09-26,JPY,ЯПОНСКАЯ ЙЕНА,1,3.19,-0.01
2023-09-27,AUD,АВСТРАЛИЙСКИЙ ДОЛЛАР,1,305.69,+1.21
2023-09-27,AZN,АЗЕРБАЙДЖАНСКИЙ МАНАТ,1,281.35,+1.72
2023-09-27,AMD,АРМЯНСКИЙ ДРАМ,10,12.34,-0.04
2023-09-27,BYN,БЕЛОРУССКИЙ РУБЛЬ,1,189.38,+1.15
2023-09-27,BRL,БРАЗИЛЬСКИЙ РЕАЛ,1,95.95,-0.10
2023-09-27,HUF,ВЕНГЕРСКИХ ФОРИНТОВ,10,13,+0.07
2023-09-27,HKD,ГОНКОНГСКИЙ ДОЛЛАР,1,60.97,+0.33
2023-09-27,GEL,ГРУЗИНСКИЙ ЛАРИ,1,180.64,+0.42
2023-09-27,DKK,ДАТСКАЯ КРОНА,1,67.77,+0.17
2023-09-27,AED,ДИРХАМ ОАЭ,1,129.85,+0.80
2023-09-27,USD,ДОЛЛАР США,1,476.89,+2.91
2023-09-27,EUR,ЕВРО,1,505.27,+1.24
2023-09-27,INR,ИНДИЙСКАЯ РУПИЯ,1,5.73,+0.03
2023-09-27,IRR,ИРАНСКИЙ РИАЛ,1000,11.4,+0.10
2023-09-27,CAD,КАНАДСКИЙ ДОЛЛАР,1,353.54,+1.58
2023-09-27,CNY,КИТАЙСКИЙ ЮАНЬ,1,65.24,+0.41
2023-09-27,KWD,КУВЕЙТСКИЙ ДИНАР,1,1543.43,+9.17
2023-09-27,KGS,КЫРГЫЗСКИЙ СОМ,1,5.38,+0.04
2023-09-27,MYR,МАЛАЗИЙСКИЙ РИНГГИТ,1,101.73,+0.52
2023-09-27,MXN,МЕКСИКАНСКИЙ ПЕСО,1,27.34,-0.14
2023-09-27,MDL,МОЛДАВСКИЙ ЛЕЙ,1,26.42,+0.23
2023-09-27,NOK,НОРВЕЖСКАЯ КРОНА,1,44.18,+0.08
2023-09-27,PLN,ПОЛЬСКИЙ ЗЛОТЫЙ,1,109.52,-0.43
2023-09-27,SAR,РИЯЛ САУДОВСКОЙ АРАВИИ,1,127.13,+0.77
2023-09-27,RUB,РОССИЙСКИЙ РУБЛЬ,1,4.95,+0.02
2023-09-27,XDR,СДР,1,627.42,+3.70
2023-09-27,SGD,СИНГАПУРСКИЙ ДОЛЛАР,1,348.81,+1.78
2023-09-27,TJS,ТАДЖИКСКИЙ СОМОНИ,1,43.47,+0.26
2023-09-27,THB,ТАЙСКИЙ БАТ,1,13.12,0.00
2023-09-27,TRY,ТУРЕЦКАЯ ЛИРА,1,17.5,+0.08
2023-09-27,UZS,УЗБЕКСКИХ СУМОВ,100,3.91,+0.02
2023-09-27,UAH,УКРАИНСКАЯ ГРИВНА,1,12.91,-0.05
2023-09-27,GBP,ФУНТ СТЕРЛИНГОВ СОЕДИНЕННОГО КОРОЛЕВСТВА,1,581.04,+1.46
2023-09-27,CZK,ЧЕШСКАЯ КРОНА,1,20.73,+0.07
2023-09-27,SEK,ШВЕДСКАЯ КРОНА,1,43.26,+0.37
2023-09-27,CHF,ШВЕЙЦАРСКИЙ ФРАНК,1,522.79,+1.76
2023-09-27,ZAR,ЮЖНО-АФРИКАНСКИЙ РАНД,1,25.21,-0.06
2023-09-27,KRW,ЮЖНО-КОРЕЙСКИХ ВОН,100,35.33,-0.09
2023-09-27,JPY,ЯПОНСКАЯ ЙЕНА,1,3.2,+0.01
2023-09-28,AUD,АВСТРАЛИЙСКИЙ ДОЛЛАР,1,307.72,+2.03
2023-09-28,AZN,АЗЕРБАЙДЖАНСКИЙ МАНАТ,1,284.82,+3.47
2023-09-28,AMD,АРМЯНСКИЙ ДРАМ,10,12.48,+0.14
2023-09-28,BYN,БЕЛОРУССКИЙ РУБЛЬ,1,191.72,+2.34
2023-09-28,BRL,БРАЗИЛЬСКИЙ РЕАЛ,1,96.81,+0.86
2023-09-28,HUF,ВЕНГЕРСКИХ ФОРИНТОВ,10,13.09,+0.09
2023-09-28,HKD,ГОНКОНГСКИЙ ДОЛЛАР,1,61.73,+0.76
2023-09-28,GEL,ГРУЗИНСКИЙ ЛАРИ,1,182.18,+1.54
2023-09-28,DKK,ДАТСКАЯ КРОНА,1,68.37,+0.60
2023-09-28,AED,ДИРХАМ ОАЭ,1,131.45,+1.60
2023-09-28,USD,ДОЛЛАР США,1,482.77,+5.88
2023-09-28,EUR,ЕВРО,1,509.71,+4.44
2023-09-28,INR,ИНДИЙСКАЯ РУПИЯ,1,5.8,+0.07
2023-09-28,IRR,ИРАНСКИЙ РИАЛ,1000,11.5,+0.10
2023-09-28,CAD,КАНАДСКИЙ ДОЛЛАР,1,356.71,+3.17
2023-09-28,CNY,КИТАЙСКИЙ ЮАНЬ,1,66.02,+0.78
2023-09-28,KWD,КУВЕЙТСКИЙ ДИНАР,1,1561.3,+17.87
2023-09-28,KGS,КЫРГЫЗСКИЙ СОМ,1,5.44,+0.06
2023-09-28,MYR,МАЛАЗИЙСКИЙ РИНГГИТ,1,102.59,+0.86
2023-09-28,MXN,МЕКСИКАНСКИЙ ПЕСО,1,27.55,+0.21
2023-09-28,MDL,МОЛДАВСКИЙ ЛЕЙ,1,26.7,+0.28
2023-09-28,NOK,НОРВЕЖСКАЯ КРОНА,1,44.82,+0.64
2023-09-28,PLN,ПОЛЬСКИЙ ЗЛОТЫЙ,1,110.48,+0.96
2023-09-28,SAR,РИЯЛ САУДОВСКОЙ АРАВИИ,1,128.71,+1.58
2023-09-28,RUB,РОССИЙСКИЙ РУБЛЬ,1,5,+0.05
2023-09-28,XDR,СДР,1,634.05,+6.63
2023-09-28,SGD,СИНГАПУРСКИЙ ДОЛЛАР,1,352.39,+3.58
2023-09-28,TJS,ТАДЖИКСКИЙ СОМОНИ,1,44.01,+0.54
2023-09-28,THB,ТАЙСКИЙ БАТ,1,13.22,+0.10
2023-09-28,TRY,ТУРЕЦКАЯ ЛИРА,1,17.76,+0.26
2023-09-28,UZS,УЗБЕКСКИХ СУМОВ,100,3.97,+0.06
2023-09-28,UAH,УКРАИНСКАЯ ГРИВНА,1,13.2,+0.29
2023-09-28,GBP,ФУНТ СТЕРЛИНГОВ СОЕДИНЕННОГО КОРОЛЕВСТВА,1,586.52,+5.48
2023-09-28,CZK,ЧЕШСКАЯ КРОНА,1,20.85,+0.12
2023-09-28,SEK,ШВЕДСКАЯ КРОНА,1,43.88,+0.62
2023-09-28,CHF,ШВЕЙЦАРСКИЙ ФРАНК,1,526.81,+4.02
2023-09-28,ZAR,ЮЖНО-АФРИКАНСКИЙ РАНД,1,25.2,-0.01
2023-09-28,KRW,ЮЖНО-КОРЕЙСКИХ ВОН,100,35.72,+0.39
2023-09-28,JPY,ЯПОНСКАЯ ЙЕНА,1,3.24,+0.04
2023-09-29,AUD,АВСТРАЛИЙСКИЙ ДОЛЛАР,1,304.98,-2.74
2023-09-29,AZN,АЗЕРБАЙДЖАНСКИЙ МАНАТ,1,281.75,-3.07
2023-09-29,AMD,АРМЯНСКИЙ ДРАМ,10,12.34,-0.14
2023-09-29,BYN,БЕЛОРУССКИЙ РУБЛЬ,1,189.65,-2.07
2023-09-29,BRL,БРАЗИЛЬСКИЙ РЕАЛ,1,94.69,-2.12
2023-09-29,HUF,ВЕНГЕРСКИХ ФОРИНТОВ,10,12.78,-0.31
2023-09-29,HKD,ГОНКОНГСКИЙ ДОЛЛАР,1,61.02,-0.71
2023-09-29,GEL,ГРУЗИНСКИЙ ЛАРИ,1,180.22,-1.96
2023-09-29,DKK,ДАТСКАЯ КРОНА,1,67.51,-0.86
2023-09-29,AED,ДИРХАМ ОАЭ,1,130.03,-1.42
2023-09-29,USD,ДОЛЛАР США,1,477.57,-5.20
2023-09-29,EUR,ЕВРО,1,503.22,-6.49
2023-09-29,INR,ИНДИЙСКАЯ РУПИЯ,1,5.74,-0.06
2023-09-29,IRR,ИРАНСКИЙ РИАЛ,1000,11.4,-0.10
2023-09-29,CAD,КАНАДСКИЙ ДОЛЛАР,1,354.12,-2.59
2023-09-29,CNY,КИТАЙСКИЙ ЮАНЬ,1,65.39,-0.63
2023-09-29,KWD,КУВЕЙТСКИЙ ДИНАР,1,1545.58,-15.72
2023-09-29,KGS,КЫРГЫЗСКИЙ СОМ,1,5.38,-0.06
2023-09-29,MYR,МАЛАЗИЙСКИЙ РИНГГИТ,1,101.48,-1.11
2023-09-29,MXN,МЕКСИКАНСКИЙ ПЕСО,1,27.06,-0.49
2023-09-29,MDL,МОЛДАВСКИЙ ЛЕЙ,1,26.39,-0.31
2023-09-29,NOK,НОРВЕЖСКАЯ КРОНА,1,44.6,-0.22
2023-09-29,PLN,ПОЛЬСКИЙ ЗЛОТЫЙ,1,108.63,-1.85
2023-09-29,SAR,РИЯЛ САУДОВСКОЙ АРАВИИ,1,127.33,-1.38
2023-09-29,RUB,РОССИЙСКИЙ РУБЛЬ,1,4.92,-0.08
2023-09-29,XDR,СДР,1,626.21,-7.84
2023-09-29,SGD,СИНГАПУРСКИЙ ДОЛЛАР,1,348.69,-3.70
2023-09-29,TJS,ТАДЖИКСКИЙ СОМОНИ,1,43.57,-0.44
2023-09-29,THB,ТАЙСКИЙ БАТ,1,13,-0.22
2023-09-29,TRY,ТУРЕЦКАЯ ЛИРА,1,17.42,-0.34
2023-09-29,UZS,УЗБЕКСКИХ СУМОВ,100,3.93,-0.04
2023-09-29,UAH,УКРАИНСКАЯ ГРИВНА,1,12.93,-0.27
2023-09-29,GBP,ФУНТ СТЕРЛИНГОВ СОЕДИНЕННОГО КОРОЛЕВСТВА,1,582.35,-4.17
2023-09-29,CZK,ЧЕШСКАЯ КРОНА,1,20.64,-0.21
2023-09-29,SEK,ШВЕДСКАЯ КРОНА,1,43.42,-0.46
2023-09-29,CHF,ШВЕЙЦАРСКИЙ ФРАНК,1,520.85,-5.96
2023-09-29,ZAR,ЮЖНО-АФРИКАНСКИЙ РАНД,1,24.9,-0.30
2023-09-29,KRW,ЮЖНО-КОРЕЙСКИХ ВОН,100,35.24,-0.48
2023-09-29,JPY,ЯПОНСКАЯ ЙЕНА,1,3.2,-0.04
2023-09-30,AUD,АВСТРАЛИЙСКИЙ ДОЛЛАР,1,308.07,+3.09
2023-09-30,AZN,АЗЕРБАЙДЖАНСКИЙ МАНАТ,1,279.92,-1.83
2023-09-30,AMD,АРМЯНСКИЙ ДРАМ,10,12.09,-0.25
2023-09-30,BYN,БЕЛОРУССКИЙ РУБЛЬ,1,188.42,-1.23
2023-09-30,BRL,БРАЗИЛЬСКИЙ РЕАЛ,1,94.27,-0.42
2023-09-30,HUF,ВЕНГЕРСКИХ ФОРИНТОВ,10,12.87,+0.09
2023-09-30,HKD,ГОНКОНГСКИЙ ДОЛЛАР,1,60.6,-0.42
2023-09-30,GEL,ГРУЗИНСКИЙ ЛАРИ,1,179.05,-1.17
2023-09-30,DKK,ДАТСКАЯ КРОНА,1,67.54,+0.03
2023-09-30,AED,ДИРХАМ ОАЭ,1,129.19,-0.84
2023-09-30,USD,ДОЛЛАР США,1,474.47,-3.10
2023-09-30,EUR,ЕВРО,1,503.51,+0.29
2023-09-30,INR,ИНДИЙСКАЯ РУПИЯ,1,5.71,-0.03
2023-09-30,IRR,ИРАНСКИЙ РИАЛ,1000,11.3,-0.10
2023-09-30,CAD,КАНАДСКИЙ ДОЛЛАР,1,353.5,-0.62
2023-09-30,CNY,КИТАЙСКИЙ ЮАНЬ,1,64.99,-0.40
2023-09-30,KWD,КУВЕЙТСКИЙ ДИНАР,1,1536.05,-9.53
2023-09-30,KGS,КЫРГЫЗСКИЙ СОМ,1,5.35,-0.03
2023-09-30,MYR,МАЛАЗИЙСКИЙ РИНГГИТ,1,101.09,-0.39
2023-09-30,MXN,МЕКСИКАНСКИЙ ПЕСО,1,27.24,+0.18
2023-09-30,MDL,МОЛДАВСКИЙ ЛЕЙ,1,26.14,-0.25
2023-09-30,NOK,НОРВЕЖСКАЯ КРОНА,1,44.77,+0.17
2023-09-30,PLN,ПОЛЬСКИЙ ЗЛОТЫЙ,1,108.63,0.00
2023-09-30,SAR,РИЯЛ САУДОВСКОЙ АРАВИИ,1,126.52,-0.81
2023-09-30,RUB,РОССИЙСКИЙ РУБЛЬ,1,4.88,-0.04
2023-09-30,XDR,СДР,1,622.18,-4.03
2023-09-30,SGD,СИНГАПУРСКИЙ ДОЛЛАР,1,348.47,-0.22
2023-09-30,TJS,ТАДЖИКСКИЙ СОМОНИ,1,43.25,-0.32
2023-09-30,THB,ТАЙСКИЙ БАТ,1,13.03,+0.03
2023-09-30,TRY,ТУРЕЦКАЯ ЛИРА,1,17.31,-0.11
2023-09-30,UZS,УЗБЕКСКИХ СУМОВ,100,3.9,-0.03
2023-09-30,UAH,УКРАИНСКАЯ ГРИВНА,1,12.85,-0.08
2023-09-30,GBP,ФУНТ СТЕРЛИНГОВ СОЕДИНЕННОГО КОРОЛЕВСТВА,1,581.75,-0.60
2023-09-30,CZK,ЧЕШСКАЯ КРОНА,1,20.67,+0.03
2023-09-30,SEK,ШВЕДСКАЯ КРОНА,1,43.84,+0.42
2023-09-30,CHF,ШВЕЙЦАРСКИЙ ФРАНК,1,520.82,-0.03
2023-09-30,ZAR,ЮЖНО-АФРИКАНСКИЙ РАНД,1,25.27,+0.37
2023-09-30,KRW,ЮЖНО-КОРЕЙСКИХ ВОН,100,35.3,+0.06
2023-09-30,JPY,ЯПОНСКАЯ ЙЕНА,1,3.18,-0.02
2023-10-01,AUD,АВСТРАЛИЙСКИЙ ДОЛЛАР,1,308.07,0.00
2023-10-01,AZN,АЗЕРБАЙДЖАНСКИЙ МАНАТ,1,279.92,0.00
2023-10-01,AMD,АРМЯНСКИЙ ДРАМ,10,12.09,0.00
2023-10-01,BYN,БЕЛОРУССКИЙ РУБЛЬ,1,188.42,0.00
2023-10-01,BRL,БРАЗИЛЬСКИЙ РЕАЛ,1,94.27,0.00
2023-10-01,HUF,ВЕНГЕРСКИХ ФОРИНТОВ,10,12.87,0.00
2023-10-01,HKD,ГОНКОНГСКИЙ ДОЛЛАР,1,60.6,0.00
2023-10-01,GEL,ГРУЗИНСКИЙ ЛАРИ,1,179.05,0.00
2023-10-01,DKK,ДАТСКАЯ КРОНА,1,67.54,0.00
2023-10-01,AED,ДИРХАМ ОАЭ,1,129.19,0.00
2023-10-01,USD,ДОЛЛАР США,1,474.47,0.00
2023-10-01,EUR,ЕВРО,1,503.51,0.00
2023-10-01,INR,ИНДИЙСКАЯ РУПИЯ,1,5.71,0.00
2023-10-01,IRR,ИРАНСКИЙ РИАЛ,1000,11.3,0.00
2023-10-01,CAD,КАНАДСКИЙ ДОЛЛАР,1,353.5,0.00
2023-10-01,CNY,КИТАЙСКИЙ ЮАНЬ,1,64.99,0.00
2023-10-01,KWD,КУВЕЙТСКИЙ ДИНАР,1,1536.05,0.00
2023-10-01,KGS,КЫРГЫЗСКИЙ СОМ,1,5.35,0.00
2023-10-01,MYR,МАЛАЗИЙСКИЙ РИНГГИТ,1,101.09,0.00
2023-10-01,MXN,МЕКСИКАНСКИЙ ПЕСО,1,27.24,0.00
2023-10-01,MDL,МОЛДАВСКИЙ ЛЕЙ,1,26.14,0.00
2023-10-01,NOK,НОРВЕЖСКАЯ КРОНА,1,44.77,0.00
2023-10-01,PLN,ПОЛЬСКИЙ ЗЛОТЫЙ,1,108.63,0.00
2023-10-01,SAR,РИЯЛ САУДОВСКОЙ АРАВИИ,1,126.52,0.00
2023-10-01,RUB,РОССИЙСКИЙ РУБЛЬ,1,4.88,0.00
2023-10-01,XDR,СДР,1,622.18,0.00
2023-10-01,SGD,СИНГАПУРСКИЙ ДОЛЛАР,1,348.47,0.00
2023-10-01,TJS,ТАДЖИКСКИЙ СОМОНИ,1,43.25,0.00
2023-10-01,THB,ТАЙСКИЙ БАТ,1,13.03,0.00
2023-10-01,TRY,ТУРЕЦКАЯ ЛИРА,1,17.31,0.00
2023-10-01,UZS,УЗБЕКСКИХ СУМОВ,100,3.9,0.00
2023-10-01,UAH,УКРАИНСКАЯ ГРИВНА,1,12.85,0.00
2023-10-01,GBP,ФУНТ СТЕРЛИНГОВ СОЕДИНЕННОГО КОРОЛЕВСТВА,1,581.75,0.00
2023-10-01,CZK,ЧЕШСКАЯ КРОНА,1,20.67,0.00
2023-10-01,SEK,ШВЕДСКАЯ КРОНА,1,43.84,0.00
2023-10-01,CHF,ШВЕЙЦАРСКИЙ ФРАНК,1,520.82,0.00
2023-10-01,ZAR,ЮЖНО-АФРИКАНСКИЙ РАНД,1,25.27,0.00
2023-10-01,KRW,ЮЖНО-КОРЕЙСКИХ ВОН,100,35.3,0.00
2023-10-01,JPY,ЯПОНСКАЯ ЙЕНА,1,3.18,0.00
2023-10-02,AUD,АВСТРАЛИЙСКИЙ ДОЛЛАР,1,308.07,0.00
2023-10-02,AZN,АЗЕРБАЙДЖАНСКИЙ МАНАТ,1,279.92,0.00
2023-10-02,AMD,АРМЯНСКИЙ ДРАМ,10,12.09,0.00
2023-10-02,BYN,БЕЛОРУССКИЙ РУБЛЬ,1,188.42,0.00
2023-10-02,BRL,БРАЗИЛЬСКИЙ РЕАЛ,1,94.27,0.00
2023-10-02,HUF,ВЕНГЕРСКИХ ФОРИНТОВ,10,12.87,0.00
2023-10-02,HKD,ГОНКОНГСКИЙ ДОЛЛАР,1,60.6,0.00
2023-10-02,GEL,ГРУЗИНСКИЙ ЛАРИ,1,179.05,0.00
2023-10-02,DKK,ДАТСКАЯ КРОНА,1,67.54,0.00
2023-10-02,AED,ДИРХАМ ОАЭ,1,129.19,0.00
2023-10-02,USD,ДОЛЛАР США,1,474.47,0.00
2023-10-02,EUR,ЕВРО,1,503.51,0.00
2023-10-02,INR,ИНДИЙСКАЯ РУПИЯ,1,5.71,0.00
2023-10-02,IRR,ИРАНСКИЙ РИАЛ,1000,11.3,0.00
2023-10-02,CAD,КАНАДСКИЙ ДОЛЛАР,1,353.5,0.00
2023-10-02,CNY,КИТАЙСКИЙ ЮАНЬ,1,64.99,0.00
2023-10-02,KWD,КУВЕЙТСКИЙ ДИНАР,1,1536.05,0.00
2023-10-02,KGS,КЫРГЫЗСКИЙ СОМ,1,5.35,0.00
2023-10-02,MYR,МАЛАЗИЙСКИЙ РИНГГИТ,1,101.09,0.00
2023-10-02,MXN,МЕКСИКАНСКИЙ ПЕСО,1,27.24,0.00
2023-10-02,MDL,МОЛДАВСКИЙ ЛЕЙ,1,26.14,0.00
2023-10-02,NOK,НОРВЕЖСКАЯ КРОНА,1,44.77,0.00
2023-10-02,PLN,ПОЛЬСКИЙ ЗЛОТЫЙ,1,108.63,0.00
2023-10-02,SAR,РИЯЛ САУДОВСКОЙ АРАВИИ,1,126.52,0.00
2023-10-02,RUB,РОССИЙСКИЙ РУБЛЬ,1,4.88,0.00
2023-10-02,XDR,СДР,1,622.18,0.00
2023-10-02,SGD,СИНГАПУРСКИЙ ДОЛЛАР,1,348.47,0.00
2023-10-02,TJS,ТАДЖИКСКИЙ СОМОНИ,1,43.25,0.00
2023-10-02,THB,ТАЙСКИЙ БАТ,1,13.03,0.00
2023-10-02,TRY,ТУРЕЦКАЯ ЛИРА,1,17.31,0.00
2023-10-02,UZS,УЗБЕКСКИХ СУМОВ,100,3.9,0.00
2023-10-02,UAH,УКРАИНСКАЯ ГРИВНА,1,12.85,0.00
2023-10-02,GBP,ФУНТ СТЕРЛИНГОВ СОЕДИНЕННОГО КОРОЛЕВСТВА,1,581.75,0.00
2023-10-02,CZK,ЧЕШСКАЯ КРОНА,1,20.67,0.00
2023-10-02,SEK,ШВЕДСКАЯ КРОНА,1,43.84,0.00
2023-10-02,CHF,ШВЕЙЦАРСКИЙ ФРАНК,1,520.82,0.00
2023-10-02,ZAR,ЮЖНО-АФРИКАНСКИЙ РАНД,1,25.27,0.00
2023-10-02,KRW,ЮЖНО-КОРЕЙСКИХ ВОН,100,35.3,0.00
2023-10-02,JPY,ЯПОНСКАЯ ЙЕНА,1,3.18,0.00
2023-10-03,AUD,АВСТРАЛИЙСКИЙ ДОЛЛАР,1,305.95,-2.12
2023-10-03,AZN,АЗЕРБАЙДЖАНСКИЙ МАНАТ,1,282.21,+2.29
2023-10-03,AMD,АРМЯНСКИЙ ДРАМ,10,12.36,+0.27
2023-10-03,BYN,БЕЛОРУССКИЙ РУБЛЬ,1,145.61,-42.81
2023-10-03,BRL,БРАЗИЛЬСКИЙ РЕАЛ,1,95.06,+0.79
2023-10-03,HUF,ВЕНГЕРСКИХ ФОРИНТОВ,10,13.02,+0.15
2023-10-03,HKD,ГОНКОНГСКИЙ ДОЛЛАР,1,61.07,+0.47
2023-10-03,GEL,ГРУЗИНСКИЙ ЛАРИ,1,180.51,+1.46
2023-10-03,DKK,ДАТСКАЯ КРОНА,1,67.6,+0.06
2023-10-03,AED,ДИРХАМ ОАЭ,1,130.24,+1.05
2023-10-03,USD,ДОЛЛАР США,1,478.35,+3.88
2023-10-03,EUR,ЕВРО,1,504.04,+0.53
2023-10-03,INR,ИНДИЙСКАЯ РУПИЯ,1,5.75,+0.04
2023-10-03,IRR,ИРАНСКИЙ РИАЛ,1000,11.4,+0.10
2023-10-03,CAD,КАНАДСКИЙ ДОЛЛАР,1,351.52,-1.98
2023-10-03,CNY,КИТАЙСКИЙ ЮАНЬ,1,65.52,+0.53
2023-10-03,KWD,КУВЕЙТСКИЙ ДИНАР,1,1547.61,+11.56
2023-10-03,KGS,КЫРГЫЗСКИЙ СОМ,1,5.39,+0.04
2023-10-03,MYR,МАЛАЗИЙСКИЙ РИНГГИТ,1,101.45,+0.36
2023-10-03,MXN,МЕКСИКАНСКИЙ ПЕСО,1,27.4,+0.16
2023-10-03,MDL,МОЛДАВСКИЙ ЛЕЙ,1,26.37,+0.23
2023-10-03,NOK,НОРВЕЖСКАЯ КРОНА,1,44.66,-0.11
2023-10-03,PLN,ПОЛЬСКИЙ ЗЛОТЫЙ,1,109.44,+0.81
2023-10-03,SAR,РИЯЛ САУДОВСКОЙ АРАВИИ,1,127.55,+1.03
2023-10-03,RUB,РОССИЙСКИЙ РУБЛЬ,1,4.86,-0.02
2023-10-03,XDR,СДР,1,629.02,+6.84
2023-10-03,SGD,СИНГАПУРСКИЙ ДОЛЛАР,1,348.8,+0.33
2023-10-03,TJS,ТАДЖИКСКИЙ СОМОНИ,1,43.61,+0.36
2023-10-03,THB,ТАЙСКИЙ БАТ,1,12.95,-0.08
2023-10-03,TRY,ТУРЕЦКАЯ ЛИРА,1,17.5,+0.19
2023-10-03,UZS,УЗБЕКСКИХ СУМОВ,100,3.92,+0.02
2023-10-03,UAH,УКРАИНСКАЯ ГРИВНА,1,12.95,+0.10
2023-10-03,GBP,ФУНТ СТЕРЛИНГОВ СОЕДИНЕННОГО КОРОЛЕВСТВА,1,581.72,-0.03
2023-10-03,CZK,ЧЕШСКАЯ КРОНА,1,20.64,-0.03
2023-10-03,SEK,ШВЕДСКАЯ КРОНА,1,43.56,-0.28
2023-10-03,CHF,ШВЕЙЦАРСКИЙ ФРАНК,1,524.1,+3.28
2023-10-03,ZAR,ЮЖНО-АФРИКАНСКИЙ РАНД,1,25.14,-0.13
2023-10-03,KRW,ЮЖНО-КОРЕЙСКИХ ВОН,100,35.29,-0.01
2023-10-03,JPY,ЯПОНСКАЯ ЙЕНА,1,3.2,+0.02
2023-10-04,AUD,АВСТРАЛИЙСКИЙ ДОЛЛАР,1,301.19,-4.76
2023-10-04,AZN,АЗЕРБАЙДЖАНСКИЙ МАНАТ,1,281.56,-0.65
2023-10-04,AMD,АРМЯНСКИЙ ДРАМ,10,11.82,-0.54
2023-10-04,BYN,БЕЛОРУССКИЙ РУБЛЬ,1,145.23,-0.38
2023-10-04,BRL,БРАЗИЛЬСКИЙ РЕАЛ,1,94.26,-0.80
2023-10-04,HUF,ВЕНГЕРСКИХ ФОРИНТОВ,10,12.95,-0.07
2023-10-04,HKD,ГОНКОНГСКИЙ ДОЛЛАР,1,60.95,-0.12
2023-10-04,GEL,ГРУЗИНСКИЙ ЛАРИ,1,179.89,-0.62
2023-10-04,DKK,ДАТСКАЯ КРОНА,1,67.09,-0.51
2023-10-04,AED,ДИРХАМ ОАЭ,1,129.94,-0.30
